HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side,Group,GroupSize
2,0,2,-0.5432340548456314,0,1.1506623440732917,-0.27977336116078866,-0.1681887622625755,-0.2706259042558427,-0.26300328786535954,0,3,-1.191743952672521,0,-1.7265462604107014,-0.6487347223401672
1,1,2,2.3157857350230358,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,2,-1.1877940320132463,1,-1.7257974422013327,-0.6487347223401672
0,0,2,-0.961627194826412,0,-0.33310465947702855,-0.14002267973259824,-0.2835786325139853,0.6160928298605014,-0.26300328786535954,0,5,-1.1798941906946967,1,-1.7254230330966485,-0.6487347223401672
1,0,0,0.3632844151127265,0,-0.2997956042952867,3.5248292709044304,-0.2835786325139853,1.007030949110192,0.026222729939264455,0,2,-1.191743952672521,0,-1.725048623991964,-0.6487347223401672
2,0,2,0.9908741250838974,0,1.370199298680227,-0.2810267305009518,-0.05614352593149648,-0.22797810942860372,-0.26300328786535954,0,5,-1.175944270035422,0,-1.7242998057825953,-0.6487347223401672
0,0,2,0.22382003511913298,0,-0.33310465947702855,0.2516552390683838,-0.14812095874059122,0.11764672781714562,0.13644605989529493,0,6,-1.1838441113539715,1,-1.723550987573227,-0.6487347223401672
2,0,2,1.2698028850710845,0,-0.009098395436448421,-0.2810267305009518,2.076060598279336,-0.2706259042558427,0.8207124922623321,1,5,-1.1739693097057846,0,-1.7231765784685424,0.604198168418125
2,0,2,-1.8681456647847698,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,5,-1.1739693097057846,0,-1.7231765784685424,0.604198168418125
2,0,2,-0.6129662448424282,0,-0.33310465947702855,-0.2810267305009518,2.6429760477753925,0.6089848640559615,-0.26300328786535954,1,5,-1.1739693097057846,0,-1.7231765784685424,0.604198168418125
1,1,0,-0.05510872486805407,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,3,-1.1897689923428836,1,-1.7220533511544895,-0.6487347223401672
2,0,0,-0.4037696748520379,0,0.8539089433632278,0.32309729145768284,-0.2835786325139853,0.5743335307588299,-0.26300328786535954,0,3,-1.1897689923428836,0,-1.7216789420498053,-0.6487347223401672
0,0,0,-0.961627194826412,0,-0.33310465947702855,0.027302127179181256,-0.20330741842604805,-0.25285598974449314,0.09059315463358625,0,5,-1.175944270035422,1,-1.7213045329451209,-0.6487347223401672
0,0,0,-0.6129662448424282,0,0.5056779119177444,-0.15882321983504538,-0.2835786325139853,2.0447939565730078,-0.26300328786535954,0,5,-1.1719943493761473,1,-1.7205557147357522,-0.6487347223401672
0,1,0,0.08435565512553946,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,6,-1.1897689923428836,0,-1.720181305631068,-0.6487347223401672
0,1,2,-0.8221628148328185,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1877940320132463,0,-1.7194324874216993,-0.6487347223401672
1,0,2,1.130338505077491,0,-0.33310465947702855,-0.1782504446075741,-0.20832436930654413,1.9603868626440972,0.49092428903388896,0,1,-1.185819071683609,0,-1.7186836692123306,-0.6487347223401672
0,1,2,1.8276604050454586,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,6,-1.185819071683609,0,-1.7183092601076464,0.604198168418125
0,1,0,-1.7286812847911763,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.185819071683609,0,-1.7183092601076464,0.604198168418125
0,1,1,-0.5432340548456314,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.185819071683609,0,-1.7183092601076464,0.604198168418125
2,0,2,-0.5432340548456314,0,1.1355218644452272,-0.2810267305009518,0.017438420315779312,-0.2706259042558427,-0.20656894292787192,0,5,-1.1719943493761473,0,-1.7179348510029622,-0.022268276961021034
2,1,2,-0.682698434839225,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,5,-1.1719943493761473,0,-1.7179348510029622,-0.022268276961021034
0,0,0,0.4330166051095233,0,0.8629932311400664,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,4,-1.1897689923428836,1,-1.7160628054795406,-0.6487347223401672
0,0,2,1.8973925950422554,0,-0.33310465947702855,-0.2108380474518158,-0.2835786325139853,0.9546097013017109,-0.15101638463003256,0,4,-1.1877940320132463,1,-1.7156883963748562,-0.6487347223401672
0,0,2,-0.12484091486485083,0,-0.32704846762580275,-0.2810267305009518,-0.28023399859365455,3.890199578576662,-0.26300328786535954,0,6,-1.1798941906946967,1,-1.715313987270172,-0.6487347223401672
0,0,2,-0.26430529485844434,0,-0.33310465947702855,-0.2810267305009518,2.95737163628648,-0.2706259042558427,-0.26212150122571126,1,5,-1.1700193890465098,1,-1.7149395781654875,-0.6487347223401672
1,0,2,-1.8681456647847698,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,-1.1897689923428836,1,-1.7138163508514346,0.604198168418125
1,1,2,0.6422131750999136,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,-1.1897689923428836,1,-1.7138163508514346,0.604198168418125
1,0,2,-0.12484091486485083,0,0.08931472214597078,0.0981174948983988,5.358818791083935,-0.016516126743543712,-0.26035792794641477,1,0,-1.1897689923428836,1,-1.7138163508514346,0.604198168418125
0,1,1,0.5027487951063201,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,6,-1.1779192303650594,1,-1.713067532642066,-0.6487347223401672
0,0,2,-0.47350186484883466,0,-0.26497250115073834,0.40581966790845025,-0.03607572240951217,0.9528327098505759,-0.26212150122571126,0,5,-1.1680444287168725,1,-1.711944305328013,-0.6487347223401672
0,0,2,2.3157857350230358,0,-0.33310465947702855,0.08997059418733838,-0.2835786325139853,-0.2555214769211956,-0.24095862187415343,0,5,-1.166069468387235,1,-1.7115698962233288,-0.6487347223401672
2,1,2,-0.961627194826412,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,5,-1.1640945080575977,1,-1.71082107801396,-0.022268276961021034
0,1,2,0.29355222511592977,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,4,-1.185819071683609,1,-1.71082107801396,-0.022268276961021034
0,0,2,2.3157857350230358,0,-0.3315906115142221,-0.18514397597847138,0.04586780863859041,-0.2706259042558427,0.14261856637283263,0,6,-1.1798941906946967,0,-1.7100722598045914,-0.6487347223401672
0,1,1,-2.0076100447783634,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1719943493761473,1,-1.7096978506999072,0.604198168418125
0,0,2,-0.7524306248360217,0,-0.3315906115142221,-0.1193420856199064,0.4622747317197648,-0.2706259042558427,-0.26300328786535954,1,6,-1.1719943493761473,1,-1.7096978506999072,0.604198168418125
0,0,0,-0.5432340548456314,0,2.613232676144322,-0.2578393977079336,-0.2835786325139853,-0.2706259042558427,-0.24184040851380167,0,5,-1.1621195477279602,1,-1.7096978506999072,0.604198168418125
2,0,2,-0.12484091486485083,0,0.8675353750284858,-0.2810267305009518,-0.28023399859365455,-0.04583648568727052,-0.26300328786535954,0,4,-1.1838441113539715,1,-1.7093234415952228,-0.6487347223401672
0,0,2,0.9211419350871006,0,1.009855883532292,-0.2810267305009518,-0.26852777987249704,-0.26529492990243786,-0.26300328786535954,1,5,-1.160144587398323,1,-1.7089490324905385,-0.6487347223401672
0,0,2,-0.682698434839225,0,-0.045435546543803204,-0.2810267305009518,-0.27521704771315847,-0.2697374085302752,0.3771738125192655,0,5,-1.166069468387235,0,-1.7085746233858543,-0.6487347223401672
0,0,2,-0.8221628148328185,0,-0.30887989207212535,1.07574558022565,-0.2835786325139853,-0.2706259042558427,-0.21715038260365085,0,5,-1.1640945080575977,0,-1.7082002142811699,-0.6487347223401672
0,0,2,-1.0313593848232088,0,-0.33310465947702855,-0.2804000458308702,-0.2835786325139853,-0.2706259042558427,0.6743359100807237,0,5,-1.1581696270686856,1,-1.7078258051764856,-0.6487347223401672
2,0,1,0.5724809851031168,0,-0.2634584531879319,-0.22901190288418136,0.9505912840880496,-0.2706259042558427,-0.2524218481895806,0,3,-1.185819071683609,0,-1.7074513960718012,-0.6487347223401672
1,0,2,0.9211419350871006,0,-0.3315906115142221,4.981244444174002,-0.2835786325139853,-0.2706259042558427,0.18318075179665186,1,2,-1.185819071683609,1,-1.707076986967117,-0.6487347223401672
2,0,2,-0.12484091486485083,0,-0.11053960894448052,-0.2810267305009518,1.41884003293435,-0.2706259042558427,-0.26300328786535954,1,5,-1.1561946667390481,1,-1.7063281687577483,-0.6487347223401672
2,0,2,-0.05510872486805407,0,-0.3119079879977383,-0.2810267305009518,1.8820718309001545,-0.2706259042558427,-0.26300328786535954,1,5,-1.1621195477279602,0,-1.705953759653064,-0.6487347223401672
1,0,2,0.6422131750999136,0,-0.33310465947702855,3.3788117427754245,-0.2835786325139853,0.014581223651318056,8.249764931298786,0,2,-1.1838441113539715,1,-1.7055793505483796,-0.6487347223401672
0,1,2,-1.1010915748200056,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,6,-1.166069468387235,1,-1.7044561232343267,-0.6487347223401672
2,0,2,0.9211419350871006,0,10.879934553067534,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,5,-1.160144587398323,0,-1.7040817141296425,0.604198168418125
2,1,2,-1.8681456647847698,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,5,-1.160144587398323,0,-1.7040817141296425,0.604198168418125
2,0,2,-1.4497525248039893,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,5,-1.160144587398323,0,-1.7040817141296425,0.604198168418125
0,0,2,-0.33403748485524115,0,0.7085603389338085,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.24801291499133937,1,6,-1.1640945080575977,1,-1.7033328959202738,-0.6487347223401672
1,1,2,0.7816775550935071,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,2,-1.1818691510243342,1,-1.7029584868155896,-0.6487347223401672
0,0,2,0.9908741250838974,0,-0.013640539324867768,-0.2810267305009518,-0.2835786325139853,0.29623436865620895,0.18935325827418956,0,5,-1.1581696270686856,0,-1.7025840777109051,-0.6487347223401672
2,1,1,1.130338505077491,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,4,-1.1818691510243342,1,-1.7018352595015365,-0.6487347223401672
0,1,2,0.4330166051095233,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1621195477279602,1,-1.701086441292168,-0.6487347223401672
0,1,2,-0.19457310486164758,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.160144587398323,1,-1.7007120321874836,-0.022268276961021034
0,0,2,-0.12484091486485083,0,-0.3315906115142221,0.15577248454590337,-0.23173680674885916,-0.10358870784915666,-0.26300328786535954,0,5,-1.1522447460797733,1,-1.7007120321874836,-0.022268276961021034
0,0,2,-0.682698434839225,0,-0.33310465947702855,-0.2810267305009518,0.8368737307968052,-0.2697374085302752,-0.23302254211731924,0,6,-1.1739693097057846,0,-1.7003376230827993,0.604198168418125
0,1,2,-2.0076100447783634,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1739693097057846,0,-1.7003376230827993,0.604198168418125
0,1,2,-1.7984134747879732,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1739693097057846,0,-1.7003376230827993,0.604198168418125
1,0,2,1.7579282150486617,0,-0.33310465947702855,0.47600835095758626,-0.2835786325139853,-0.2679604170791403,0.2986948015905718,0,0,-1.1877940320132463,1,-1.6984655775593778,-0.6487347223401672
0,0,2,-0.19457310486164758,0,-0.33310465947702855,0.2554153470888732,-0.27521704771315847,-0.24219404103768338,-0.26300328786535954,0,6,-1.1700193890465098,0,-1.6980911684546933,-0.022268276961021034
0,0,2,-0.19457310486164758,0,-0.33310465947702855,1.4805838770983448,1.3168286983642632,-0.2706259042558427,-0.1862878502159623,1,6,-1.1700193890465098,0,-1.6980911684546933,-0.022268276961021034
0,0,1,-0.4037696748520379,0,0.13776425695577715,-0.013432376376120872,0.5960600885329935,-0.237751562409846,-0.26300328786535954,0,5,-1.1542197064094109,0,-1.697716759350009,-0.022268276961021034
0,0,2,-1.8681456647847698,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1680444287168725,0,-1.697716759350009,-0.022268276961021034
2,1,2,0.15408784512233623,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,0.2578769292813173,1,-1.6969679411406404,-0.6487347223401672
0,0,2,-0.7524306248360217,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,0.4668255479651649,-0.18276070365736932,0,5,-1.1463198650908613,1,-1.6965935320359562,-0.6487347223401672
0,0,2,-0.33403748485524115,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.24801291499133937,1,5,-1.144344904761224,1,-1.6962191229312717,0.604198168418125
0,1,0,-1.3800203348071927,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1561946667390481,1,-1.6962191229312717,0.604198168418125
0,1,2,-1.5892169047975828,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,6,-1.1561946667390481,1,-1.6962191229312717,0.604198168418125
0,0,2,-0.12484091486485083,0,-0.33310465947702855,-0.2810267305009518,0.6696420347802693,-0.2688489128047078,-0.14748923807143957,0,5,-1.150269785750136,0,-1.6954703047219033,-0.6487347223401672
2,0,2,-0.5432340548456314,0,2.3058809396946125,-0.27789330715054394,-0.2551492441911742,-0.2706259042558427,-0.26300328786535954,0,3,-1.1877940320132463,1,-1.6947214865125346,-0.6487347223401672
0,1,2,-0.4037696748520379,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,6,-1.1542197064094109,1,-1.6943470774078502,0.604198168418125
0,0,2,0.15408784512233623,0,0.517790295620196,-0.2810267305009518,0.2615966964999217,-0.2706259042558427,-0.26300328786535954,0,6,-1.1542197064094109,1,-1.6943470774078502,0.604198168418125
0,0,2,-2.0076100447783634,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1542197064094109,1,-1.6943470774078502,0.604198168418125
1,0,2,0.22382003511913298,0,-0.33310465947702855,-0.024086015767507584,-0.2735447307529931,3.2202738014987826,0.4106817048258988,0,6,0.2578769292813173,1,-1.6935982591984817,1.2306646137972712
1,0,2,0.7816775550935071,0,-0.33310465947702855,-0.07359410470395171,-0.2835786325139853,-0.2706259042558427,1.2245707732212279,0,1,-1.1818691510243342,0,-1.6935982591984817,1.2306646137972712
1,0,2,0.9211419350871006,0,3.011427290362418,6.874458832490428,-0.2835786325139853,1.389084111104208,0.12939176677810899,1,1,-1.1818691510243342,0,-1.6935982591984817,1.2306646137972712
1,1,2,-0.05510872486805407,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,1,-1.1818691510243342,0,-1.6935982591984817,1.2306646137972712
1,1,2,0.014623465128742697,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,4,-1.1798941906946967,1,-1.6932238500937973,-0.6487347223401672
1,0,0,1.3395350750678812,1,-0.33310465947702855,1.3088722774959942,-0.13808705697959905,-0.2555214769211956,-0.25154006154993236,1,1,-1.1897689923428836,1,-1.692849440989113,-0.6487347223401672
0,0,2,2.4552501150166295,0,-0.33310465947702855,-0.2810267305009518,1.0609642034589633,-0.2706259042558427,-0.26300328786535954,1,5,-1.1463198650908613,0,-1.6924750318844286,-0.6487347223401672
0,0,2,-0.12484091486485083,0,-0.20895272652689972,-0.1826372372981451,0.4338453433969537,-0.05916392157078271,-0.26212150122571126,0,6,-1.1522447460797733,1,-1.6921006227797444,-0.6487347223401672
2,0,2,-0.19457310486164758,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,5,-1.144344904761224,0,-1.6917262136750602,-0.6487347223401672
1,0,2,0.29355222511592977,0,-0.3315906115142221,1.112093291090381,-0.2835786325139853,-0.25996395554903295,0.09323851455253099,1,3,-1.1838441113539715,0,-1.6913518045703757,-0.6487347223401672
0,0,2,0.7119453650967104,0,-0.33310465947702855,1.187922136170251,-0.2835786325139853,-0.21287368209395657,5.819560952428227,0,0,-1.191743952672521,0,-1.6902285772563228,-0.022268276961021034
1,1,2,-1.1010915748200056,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,-1.191743952672521,0,-1.6902285772563228,-0.022268276961021034
2,1,2,-0.33403748485524115,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,5,-1.1423699444315865,0,-1.6898541681516386,-0.6487347223401672
0,0,2,0.014623465128742697,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,0.35043260791582515,-0.19775107653138949,0,6,-1.150269785750136,1,-1.68910534994227,-0.6487347223401672
0,0,2,-0.7524306248360217,0,-0.24983202152267386,0.09310401753774623,-0.2016351014658827,-0.2706259042558427,-0.26212150122571126,0,5,-1.1384200237723117,0,-1.6887309408375855,-0.6487347223401672
2,1,2,2.66444668500702,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,5,-1.1384200237723117,1,-1.6876077135235326,-0.6487347223401672
2,0,2,0.4330166051095233,0,0.7282429624502924,-0.2810267305009518,0.21142718769496094,-0.2706259042558427,-0.24095862187415343,0,4,-1.1779192303650594,1,-1.6872333044188483,-0.6487347223401672
2,0,2,2.246053545026239,1,3.229450197006546,-0.071714050693707,-0.26852777987249704,0.01013874502348066,-0.26123971458606304,0,3,-1.185819071683609,1,-1.6868588953141639,-0.022268276961021034
2,0,2,1.130338505077491,0,2.850938206304934,-0.27726662248046235,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,4,-1.175944270035422,1,-1.6868588953141639,-0.022268276961021034
0,1,1,-0.47350186484883466,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1482948254204985,1,-1.6864844862094797,-0.6487347223401672
2,1,2,-0.682698434839225,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,5,-1.1344701031130369,1,-1.6849868497907423,-0.022268276961021034
2,0,2,0.5027487951063201,0,3.8123586626870294,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,3,-1.1818691510243342,1,-1.6849868497907423,-0.022268276961021034
0,0,2,-0.682698434839225,0,-0.33310465947702855,-0.2722531451198098,0.9372127484067267,-0.2706259042558427,-0.26300328786535954,1,6,-1.1581696270686856,0,-1.684612440686058,-0.6487347223401672
0,0,1,1.2698028850710845,0,-0.18624200708480299,-0.01907253840685501,-0.07286669553315006,-0.24841351111665574,-0.21450502268470611,0,6,-1.1463198650908613,1,-1.6838636224766894,-0.6487347223401672
0,1,2,-1.1010915748200056,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1561946667390481,0,-1.6831148042673207,-0.022268276961021034
0,0,2,0.3632844151127265,0,-0.33310465947702855,-0.2672396677591572,-0.2835786325139853,0.23048568496421548,-0.08047345345817306,0,4,-1.1818691510243342,0,-1.6831148042673207,-0.022268276961021034
1,1,0,0.4330166051095233,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,2,-1.1798941906946967,1,-1.6827403951626365,-0.6487347223401672
0,1,2,-0.33403748485524115,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1542197064094109,0,-1.6823659860579523,-0.022268276961021034
0,0,2,-0.19457310486164758,0,0.3330764441578091,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,0.14438213965212912,0,5,-1.1344701031130369,0,-1.6823659860579523,-0.022268276961021034
2,0,2,0.15408784512233623,0,-0.33310465947702855,-0.2810267305009518,-0.12136388737794547,-0.2706259042558427,-0.26300328786535954,0,5,-1.1324951427833996,0,-1.6819915769532678,-0.6487347223401672
0,0,2,-0.6129662448424282,0,-0.33310465947702855,-0.01781916906669187,0.06760792912074008,-0.2706259042558427,-0.26300328786535954,1,5,-1.1305201824537623,1,-1.680868349639215,-0.6487347223401672
0,0,2,1.8973925950422554,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,6,-1.1423699444315865,1,-1.6801195314298463,-0.6487347223401672
0,1,2,1.4789994550614747,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,6,-1.1403949841019492,1,-1.679745122325162,-0.6487347223401672
